name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Ivy Lane Denizen",,"Creature - Elf Warrior",,"j22","680",common,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Primeval Herald",,"Creature - Elf Scout",,"j22","42",uncommon,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Might of the Masses",,"Instant",,"j22","690",common,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Band Together",,"Instant",,"j22","631",common,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Roots of Wisdom",,"Sorcery",,"j22","721",common,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Elven Bow",,"Artifact - Equipment",,"j22","653",uncommon,g,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Elves 1 J22","",
"Allosaurus Shepherd",,"Creature - Elf Shaman",,"jmp","28",mythic,g,Not Owned,Non-foil,false,,,"Elves 2","",81803
"Skyway Sniper",,"Creature - Elf Archer",,"m21","206",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2","",81639
"Dwynen's Elite",,"Creature - Elf Warrior",,"jmp","389",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Leaf Gilder",,"Creature - Elf Druid",,"jmp","408",common,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Silhana Wayfinder",,"Creature - Elf Scout",,"jmp","430",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Wren's Run Vanquisher",,"Creature - Elf Warrior",,"jmp","447",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Llanowar Visionary",,"Creature - Elf Druid",,"m21","193",common,g,Not Owned,Non-foil,false,,,"Elves 2","",81613
"Wildheart Invoker",,"Creature - Elf Shaman",,"jmp","444",common,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Titanic Growth",,"Instant",,"m21","210",common,g,Not Owned,Non-foil,false,,,"Elves 2","",81647
"Crushing Canopy",,"Instant",,"jmp","386",common,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Hunter's Edge",,"Sorcery",,"m21","189",common,g,Not Owned,Non-foil,false,,,"Elves 2","",81605
"Presence of Gond",,"Enchantment - Aura",,"jmp","420",common,g,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Forest",,"Basic Land - Forest",,"jmp","72",common,l,Not Owned,Non-foil,false,,,"Elves 2","",
"Thriving Grove",,"Land",,"jmp","34",common,l,Not Owned,Non-foil,false,,,"Elves 2","",81815
"Dwynen's Elite",,"Creature - Elf Warrior",,"j22","651",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Reckless Amplimancer",,"Creature - Elf Druid",,"j22","716",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Elvish Rejuvenator",,"Creature - Elf Druid",,"j22","88",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Ghirapur Guide",,"Creature - Elf Scout",,"j22","665",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Imperious Perfect",,"Creature - Elf Warrior",,"j22","677",rare,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Elderleaf Mentor",,"Creature - Elf Warrior",,"j22","652",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Ivy Lane Denizen",,"Creature - Elf Warrior",,"j22","680",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Primeval Herald",,"Creature - Elf Scout",,"j22","42",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Might of the Masses",,"Instant",,"j22","690",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Band Together",,"Instant",,"j22","631",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Roots of Wisdom",,"Sorcery",,"j22","721",common,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Elven Bow",,"Artifact - Equipment",,"j22","653",uncommon,g,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Elves 2 J22","",
"Dwynen's Elite",,"Creature - Elf Warrior",,"j22","651",uncommon,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Woodland Champion",,"Creature - Elf Scout",,"j22","745",uncommon,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Elvish Rejuvenator",,"Creature - Elf Druid",,"j22","88",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Elderleaf Mentor",,"Creature - Elf Warrior",,"j22","652",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Ivy Lane Denizen",,"Creature - Elf Warrior",,"j22","680",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Lys Alana Huntmaster",,"Creature - Elf Warrior",,"j22","686",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Wolverine Riders",,"Creature - Elf Warrior",,"j22","743",rare,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Might of the Masses",,"Instant",,"j22","690",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Band Together",,"Instant",,"j22","631",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Roots of Wisdom",,"Sorcery",,"j22","721",common,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Elven Bow",,"Artifact - Equipment",,"j22","653",uncommon,g,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Instruments of War",,"Artifact",,"j22","50",uncommon,c,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Elves 3 J22","",
"Dwynen's Elite",,"Creature - Elf Warrior",,"j22","651",uncommon,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Wildborn Preserver",,"Creature - Elf Archer",,"j22","738",rare,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Woodland Champion",,"Creature - Elf Scout",,"j22","745",uncommon,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Dutiful Replicator",,"Artifact Creature - Assembly-Worker",,"j22","48",common,c,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Elvish Rejuvenator",,"Creature - Elf Druid",,"j22","88",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Elderleaf Mentor",,"Creature - Elf Warrior",,"j22","652",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Ivy Lane Denizen",,"Creature - Elf Warrior",,"j22","680",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Band Together",,"Instant",,"j22","631",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Roots of Wisdom",,"Sorcery",,"j22","721",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Overcome",,"Sorcery",,"j22","701",uncommon,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Elven Bow",,"Artifact - Equipment",,"j22","653",uncommon,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Presence of Gond",,"Enchantment - Aura",,"j22","709",common,g,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Elves 4 J22","",
"Anointed Chorister",,"Creature - Human Cleric",,"m21","4",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",81235
"Kor Spiritdancer",,"Creature - Kor Wizard",,"jmp","116",rare,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Stone Haven Pilgrim",,"Creature - Kor Cleric",,"jmp","6",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 1","",81759
"Blessed Spirits",,"Creature - Spirit",,"jmp","92",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Trusty Retriever",,"Creature - Dog",,"jmp","8",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",81763
"Knight of the Tusk",,"Creature - Human Knight",,"jmp","114",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Forced Worship",,"Enchantment - Aura",,"jmp","104",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Indomitable Will",,"Enchantment - Aura",,"jmp","109",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Dub",,"Enchantment - Aura",,"m21","16",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",81259
"Face of Divinity",,"Enchantment - Aura",,"jmp","103",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Faith's Fetters",,"Enchantment - Aura",,"m21","17",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 1","",81261
"Knightly Valor",,"Enchantment - Aura",,"jmp","115",common,w,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",
"Thriving Heath",,"Land",,"jmp","35",common,l,Not Owned,Non-foil,false,,,"Enchanted 1","",81817
"Staunch Shieldmate",,"Creature - Dwarf Soldier",,"m21","39",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",81305
"Stone Haven Pilgrim",,"Creature - Kor Cleric",,"jmp","6",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 2","",81759
"Blessed Spirits",,"Creature - Spirit",,"jmp","92",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Ajani's Chosen",,"Creature - Cat Soldier",,"jmp","82",rare,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Trusty Retriever",,"Creature - Dog",,"jmp","8",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",81763
"Bulwark Giant",,"Creature - Giant Soldier",,"jmp","93",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Forced Worship",,"Enchantment - Aura",,"jmp","104",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Indomitable Will",,"Enchantment - Aura",,"jmp","109",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Face of Divinity",,"Enchantment - Aura",,"jmp","103",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Faith's Fetters",,"Enchantment - Aura",,"m21","17",uncommon,w,Not Owned,Non-foil,false,,,"Enchanted 2","",81261
"Knightly Valor",,"Enchantment - Aura",,"jmp","115",common,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Celestial Mantle",,"Enchantment - Aura",,"jmp","96",rare,w,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Plains",,"Basic Land - Plains",,"jmp","44",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",
"Thriving Heath",,"Land",,"jmp","35",common,l,Not Owned,Non-foil,false,,,"Enchanted 2","",81817
"Thermo-Alchemist",,"Creature - Human Shaman",,"j22","613",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Young Pyromancer",,"Creature - Human Shaman",,"j22","626",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Catalyst Elemental",,"Creature - Elemental",,"j22","510",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Grotag Night-Runner",,"Creature - Goblin Rogue",,"j22","551",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Spellgorger Weird",,"Creature - Weird",,"j22","605",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Goblin Researcher",,"Creature - Goblin Wizard",,"j22","34",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Lightning Axe",,"Instant",,"j22","569",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Electric Revelation",,"Instant",,"j22","526",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Firebolt",,"Sorcery",,"j22","532",common,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Ignite the Future",,"Sorcery",,"j22","555",rare,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Seize the Storm",,"Sorcery",,"j22","598",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mizzix, Replica Rider",,"Legendary Creature - Goblin Wizard",,"j22","35",rare,m,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Thriving Bluff",,"Land",,"j22","822",common,l,Not Owned,Non-foil,false,,,"Experimental 1 J22","",
"Sparkmage Apprentice",,"Creature - Human Wizard",,"j22","603",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Thermo-Alchemist",,"Creature - Human Shaman",,"j22","613",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Catalyst Elemental",,"Creature - Elemental",,"j22","510",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Grotag Night-Runner",,"Creature - Goblin Rogue",,"j22","551",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Goblin Researcher",,"Creature - Goblin Wizard",,"j22","34",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Cyclops Electromancer",,"Creature - Cyclops Wizard",,"j22","518",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Electric Revelation",,"Instant",,"j22","526",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Electrify",,"Instant",,"j22","527",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Firebolt",,"Sorcery",,"j22","532",common,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Spark of Creativity",,"Sorcery",,"j22","602",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Act on Impulse",,"Sorcery",,"j22","492",uncommon,r,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mizzix, Replica Rider",,"Legendary Creature - Goblin Wizard",,"j22","35",rare,m,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Mountain",,"Basic Land - Mountain",,"j22","108",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Thriving Bluff",,"Land",,"j22","822",common,l,Not Owned,Non-foil,false,,,"Experimental 2 J22","",
"Brineborn Cutthroat",,"Creature - Merfolk Pirate",,"j22","278",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Spellstutter Sprite",,"Creature - Faerie Wizard",,"j22","65",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Pestermite",,"Creature - Faerie Rogue",,"j22","335",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Vendilion Clique",,"Legendary Creature - Faerie Wizard",,"j22","368",mythic,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Wavebreak Hippocamp",,"Enchantment Creature - Horse Fish",,"j22","371",rare,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Glen Elendra Pranksters",,"Creature - Faerie Wizard",,"j22","305",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Sentinels of Glen Elendra",,"Creature - Faerie Soldier",,"j22","344",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Undersea Invader",,"Creature - Giant Rogue",,"j22","366",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Fleeting Distraction",,"Instant",,"j22","299",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Soul Read",,"Instant",,"j22","17",common,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Synchronized Eviction",,"Instant",,"j22","18",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Instruments of War",,"Artifact",,"j22","50",uncommon,c,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Faeries 1 J22","",
"Faerie Seer",,"Creature - Faerie Wizard",,"j22","295",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Spellstutter Sprite",,"Creature - Faerie Wizard",,"j22","65",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Stinging Lionfish",,"Enchantment Creature - Fish",,"j22","352",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Pestermite",,"Creature - Faerie Rogue",,"j22","335",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Glen Elendra Pranksters",,"Creature - Faerie Wizard",,"j22","305",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Sentinels of Glen Elendra",,"Creature - Faerie Soldier",,"j22","344",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Undersea Invader",,"Creature - Giant Rogue",,"j22","366",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Soul Read",,"Instant",,"j22","17",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Synchronized Eviction",,"Instant",,"j22","18",uncommon,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Stolen by the Fae",,"Sorcery",,"j22","353",rare,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Instruments of War",,"Artifact",,"j22","50",uncommon,c,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"So Tiny",,"Enchantment - Aura",,"j22","349",common,u,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Faeries 2 J22","",
"Creeping Bloodsucker",,"Creature - Vampire",,"j22","21",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Oathsworn Vampire",,"Creature - Vampire Knight",,"j22","70",uncommon,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Bloodthirsty Aerialist",,"Creature - Vampire Rogue",,"j22","381",uncommon,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Marauding Blight-Priest",,"Creature - Vampire Cleric",,"j22","439",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Vampire Envoy",,"Creature - Vampire Cleric Ally",,"j22","483",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Falkenrath Noble",,"Creature - Vampire Noble",,"j22","414",uncommon,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Epicure of Blood",,"Creature - Vampire",,"j22","411",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Moment of Craving",,"Instant",,"j22","444",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Feast of Blood",,"Sorcery",,"j22","118",uncommon,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Blood Price",,"Sorcery",,"j22","379",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Ill-Gotten Inheritance",,"Enchantment",,"j22","427",common,b,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Rodolf Duskbringer",,"Legendary Creature - Vampire Angel",,"j22","25",rare,m,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
"Swamp",,"Basic Land - Swamp",,"j22","104",common,l,Not Owned,Non-foil,false,,,"Fangs 1 J22","",
